date,algo_nav,spy_nav
2013-01-14,1.1515854040946454,1.1110472161448168
2013-01-15,1.1477220689658452,1.1118028197143972
2013-01-16,1.1423242831226634,1.1116512487176926
2013-01-17,1.1533054659429096,1.1188331865677739
2013-01-18,1.1565303570796444,1.1213274627109566
2013-01-22,1.1577245497476745,1.127375922580411
2013-01-23,1.161050473953037,1.1291899085817
2013-01-24,1.236924778356118,1.1294924695650594
2013-01-25,1.2871519054487794,1.1358431272865923
2013-01-28,1.2743106382800222,1.1344820386190118
2013-01-29,1.2866514695246196,1.1389420170127005
2013-01-30,1.2818226357752904,1.1344820386190118
2013-01-31,1.2714608047373022,1.1316846931086761
2013-02-01,1.2896941925056389,1.1433267546049586
2013-02-04,1.3060250240153366,1.1304748123065191
2013-02-05,1.325706822951467,1.1418901346309225
2013-02-06,1.3379032455609694,1.1427217052644958
2013-02-07,1.3434982998664733,1.1412097718627727
2013-02-08,1.3528323486405793,1.1475603569580493
2013-02-11,1.3487008301206749,1.1473333999074016
2013-02-12,1.3415166136314727,1.1492234982251959
2013-02-13,1.345580038387475,1.1502056230878868
2013-02-14,1.3444729414958947,1.1512642960246202
2013-02-15,1.344310450835293,1.1499037883670895
2013-02-19,1.3591269355234958,1.1585215473023884
2013-02-20,1.3239890170995559,1.1440825760533078
2013-02-21,1.3119166730686653,1.1371281036376677
2013-02-22,1.3125814319600748,1.1482402839686618
2013-02-25,1.2957370988462427,1.1263928535763892
2013-02-26,1.3110230446664686,1.134104091581709
2013-02-27,1.3256538751280291,1.1483916370865976
2013-02-28,1.3342641516156832,1.1461242453678067
2013-03-01,1.3363147711762027,1.1499037883670895
2013-03-04,1.31988162010022,1.1560271259066934
2013-03-05,1.334595372591195,1.1663835574155947
2013-03-06,1.3377141500865142,1.1679715305075669
2013-03-07,1.3364069402957872,1.1700881501184717
2013-03-08,1.3522890517681256,1.1750773560411427
2013-03-11,1.3477159903739784,1.1795382785761623
2013-03-12,1.348730126122044,1.1768917051737129
2013-03-13,1.3654024383954186,1.1785542654308099
2013-03-14,1.3581135930706953,1.1848291013408623
2013-03-15,1.3503158829140742,1.1832647317821576
2013-03-18,1.3511830979724864,1.1767344693290243
2013-03-19,1.3360338225892099,1.1740013254291757
2013-03-20,1.3450791044971162,1.1822021370275888
2013-03-21,1.334345794817124,1.1721025845868929
2013-03-22,1.34213729882907,1.1815187965829346
2013-03-25,1.3379844124564202,1.1765824625747823
2013-03-26,1.3682561681481056,1.1859987471970803
2013-03-27,1.3665168297157937,1.1859987471970803
2013-03-28,1.385848661913885,1.1896435684910986
2013-04-01,1.382616526498789,1.1849356440587184
2013-04-02,1.3812854623984832,1.1907822029359163
2013-04-03,1.3627200374507833,1.178708814104019
2013-04-04,1.358212700027451,1.1834928508529046
2013-04-05,1.3497902197592955,1.1781779161711439
2013-04-08,1.3635630743333367,1.1861504634462974
2013-04-09,1.3635257206240126,1.1902507239929916
2013-04-10,1.3746677836832955,1.2048301544215774
2013-04-11,1.4025551164904737,1.2087782629615171
2013-04-12,1.4046259964337642,1.205817072617178
2013-04-15,1.381515821825193,1.177873539531379
2013-04-16,1.4019753347153792,1.195263170317649
2013-04-17,1.3866014602571464,1.1777979355986674
2013-04-18,1.3720479963580614,1.1704321080678692
2013-04-19,1.3935898868496592,1.180607627572558
2013-04-22,1.410571996296547,1.1858469583216071
2013-04-23,1.4889952256557033,1.1980719181502093
2013-04-24,1.494404419057833,1.1988314435376248
2013-04-25,1.5098208712064909,1.2036909389667099
2013-04-26,1.5105475991155828,1.201565168447523
2013-04-29,1.510618325561995,1.2096139732916942
2013-04-30,1.5187645055590022,1.212498906067016
2013-05-01,1.5079493979666536,1.2018688914509819
2013-05-02,1.5311400211971178,1.2130306755149656
2013-05-03,1.5481564288167708,1.2253320381650976
2013-05-06,1.5522732879431722,1.2284452352636788
2013-05-07,1.5425069062969532,1.2346717747133533
2013-05-08,1.547591934668005,1.2402908681561102
2013-05-09,1.5595272123915562,1.2367981262425898
2013-05-10,1.580134227301153,1.2408219113414978
2013-05-13,1.5931759516509019,1.2418099189309415
2013-05-14,1.6139429726534127,1.2546418163826678
2013-05-15,1.6345756603541788,1.2614004157853167
2013-05-16,1.606369382364927,1.2554771635815638
2013-05-17,1.6281645611869378,1.2676272457400162
2013-05-20,1.617262977167854,1.2675512786760232
2013-05-21,1.5968508041957552,1.2693736166967764
2013-05-22,1.5632244515083136,1.2599570415694534
2013-05-23,1.555634303306892,1.2563128012854847
2013-05-24,1.528363867955198,1.2552495528946102
2013-05-28,1.5112764107793581,1.262766660917088
2013-05-29,1.5019922813341262,1.2545658493186749
2013-05-30,1.527118458414373,1.2591979519395748
2013-05-31,1.517309197044516,1.2411259248499813
2013-06-03,1.5316834006953435,1.2479609270741605
2013-06-04,1.541164331844404,1.2419615625539022
2013-06-05,1.5213969597961612,1.224573239040244
2013-06-06,1.5162178795721593,1.235659056040235
2013-06-07,1.5497125587339322,1.2513765399035885
2013-06-10,1.5379045482786797,1.2513765399035885
2013-06-11,1.5405367778364794,1.2384683848828448
2013-06-12,1.5164229343449405,1.228217188819188
2013-06-13,1.5521550819146903,1.2468968071682114
2013-06-14,1.5572495886723197,1.2390755403847376
2013-06-17,1.58430018016149,1.2486434686299965
2013-06-18,1.5909879726263965,1.2585148293736894
2013-06-19,1.5853304152042267,1.2411259248499813
2013-06-20,1.562044834631893,1.21037349867911
2013-06-21,1.552156841609281,1.2142587128811744
2013-06-24,1.531929641836386,1.1989150363585195
2013-06-25,1.5415720171114293,1.2104416947336887
2013-06-26,1.546692856211677,1.2224269879168066
2013-06-27,1.5641485187647277,1.2296017357675233
2013-06-28,1.5637927222226697,1.2245636523744248
2013-07-01,1.5908681002388227,1.2317394169927283
2013-07-02,1.5895775958597949,1.2305941009323396
2013-07-03,1.5983997424331275,1.231128194420488
2013-07-05,1.622351978909337,1.2444108104182365
2013-07-08,1.6328256533416037,1.2515097364574728
2013-07-09,1.6647468756865738,1.260517571014861
2013-07-10,1.666728608005019,1.2609754069339918
2013-07-11,1.6793774838502051,1.2781507902644504
2013-07-12,1.7068522424684756,1.278685029005111
2013-07-15,1.704053688631643,1.283570452007662
2013-07-16,1.7057111833559524,1.2787618675841783
2013-07-17,1.719010105460237,1.2820442838597224
2013-07-18,1.7046468533551826,1.2890668070774287
2013-07-19,1.7189288804717324,1.2913571486931814
2013-07-22,1.7098244288191384,1.2938756820059372
2013-07-23,1.6821553686809319,1.2911279402285911
2013-07-24,1.670804999322452,1.2863950323640754
2013-07-25,1.6968413887084828,1.2895246429965592
2013-07-26,1.7125978575213203,1.2908991675215382
2013-07-29,1.704150336970511,1.2869294163572484
2013-07-30,1.7215811058231612,1.2869294163572484
2013-07-31,1.7450376035422301,1.287845814458072
2013-08-01,1.778083864752721,1.3027304204152406
2013-08-02,1.771974309926666,1.3049445044619756
2013-08-05,1.7806387005173163,1.3030358864488485
2013-08-06,1.7618593921110937,1.295631784881029
2013-08-07,1.7332827822440424,1.291433406262199
2013-08-08,1.7421934348525316,1.2961666046317395
2013-08-09,1.7442706573923694,1.2924248999119408
2013-08-12,1.7539947220018524,1.2908991675215382
2013-08-13,1.7582606350904186,1.2947150962751808
2013-08-14,1.7529510976781715,1.288074587165125
2013-08-15,1.715152126159349,1.270059208555373
2013-08-16,1.7228460783574915,1.2658611204415677
2013-08-19,1.7239499190795164,1.2577693934799778
2013-08-20,1.760624751466663,1.2639522119234157
2013-08-21,1.7413659718763435,1.2561666772579958
2013-08-22,1.7876669811053056,1.2676164970540975
2013-08-23,1.8005982224080423,1.27189142374697
2013-08-26,1.8120503348403367,1.2671590968925042
2013-08-27,1.7585062460095306,1.2467772643504944
2013-08-28,1.7745522560518388,1.251204270423865
2013-08-29,1.7986447355499107,1.253189581763547
2013-08-30,1.7858164253773607,1.24921997585177
2013-09-03,1.7919809211632418,1.2548688460595716
2013-09-04,1.8125696328714076,1.2652503336268643
2013-09-05,1.8254648268072886,1.2668536308588962
2013-09-06,1.8020106624338588,1.267464272421087
2013-09-09,1.8177962300022936,1.2796012818534221
2013-09-10,1.8622873532125075,1.2890668070774287
2013-09-11,1.852559077544024,1.2931126705582237
2013-09-12,1.8405405172906473,1.2896771581345947
2013-09-13,1.8728303556267119,1.2925781413125381
2013-09-16,1.8681923740794522,1.3000595172169618
2013-09-17,1.8691065717110402,1.305860902562799
2013-09-18,1.8786180177851508,1.3209748622370703
2013-09-19,1.874931690946755,1.3187607781903352
2013-09-20,1.8562711765760205,1.309541020217334
2013-09-23,1.8384925351478356,1.303481085399399
2013-09-24,1.8625297230785594,1.3004126260746416
2013-09-25,1.8649099170041272,1.2966542173159152
2013-09-26,1.8741114817781153,1.3016403003095693
2013-09-27,1.8629734151110224,1.295656623060652
2013-09-30,1.8607179584726674,1.2887534974081505
2013-10-01,1.8973220569812541,1.2989555981226113
2013-10-02,1.8967212634766806,1.2977283596452207
2013-10-03,1.8701045743794278,1.2857614409049232
2013-10-04,1.89576115182911,1.295503526912567
2013-10-07,1.8686136887671938,1.284304122447868
2013-10-08,1.828647880364333,1.2693464544769548
2013-10-09,1.8121601445722684,1.2702672101531507
2013-10-10,1.8716538659945658,1.2976515210661534
2013-10-11,1.8744399250227621,1.30601196517571
2013-10-14,1.9170428440430243,1.3112285639065664
2013-10-15,1.90168696196469,1.3017167031310994
2013-10-16,1.9256458916801829,1.319896943342442
2013-10-17,1.9563075955312847,1.3287181284213776
2013-10-18,2.001632907063146,1.3376924096483982
2013-10-21,2.04229290143076,1.337769102974953
2013-10-22,1.9999581131709439,1.3455158552195583
2013-10-23,2.0061707768441126,1.339072889526386
2013-10-24,2.005442799940168,1.3435219739816437
2013-10-25,2.0117427366553566,1.3496586021261336
2013-10-28,1.9812892048030617,1.3518063057746952
2013-10-29,2.015964357026772,1.3590169309959783
2013-10-30,1.9917301296557393,1.3522666109865369
2013-10-31,1.9954835499783998,1.3484310731437184
2013-11-01,2.0070433342290204,1.3516532096266103
2013-11-04,2.0271497092286506,1.3564086316305501
2013-11-05,2.0464531297986452,1.3521136600909645
2013-11-06,2.035560769511555,1.3590169309959783
2013-11-07,1.9820289579387853,1.341834575544924
2013-11-08,2.0209072252368694,1.3599375414196617
2013-11-11,2.0260361773896727,1.3601674761468139
2013-11-12,2.0302818551744966,1.3574057901282761
2013-11-13,2.043725491926091,1.3682985665392682
2013-11-14,2.062936066177892,1.3751248536127023
2013-11-15,2.074294784309178,1.3811086761141322
2013-11-18,2.0417169424171955,1.3762759797735877
2013-11-19,2.0118713222841262,1.3732843590278976
2013-11-20,2.0044814671756876,1.3689892422357992
2013-11-21,2.003567878506729,1.3800348242898515
2013-11-22,2.016712955572085,1.3869380951948653
2013-11-25,2.0090580872455326,1.3855573248118527
2013-11-26,2.010905831495089,1.3859412272021643
2013-11-27,2.0200951067937294,1.3893164598331411
2013-11-29,2.0265518687341544,1.3883954136519205
2013-12-02,2.0121213339945423,1.3847903915463038
2013-12-03,2.0071927363370876,1.3788074405599484
2013-12-04,1.9837973516609055,1.3786543444118635
2013-12-05,1.977863601127211,1.3725945548464409
2013-12-06,1.9879964079644226,1.3879353989451035
2013-12-09,1.9955008567730073,1.3914643087342151
2013-12-10,2.0044364883021855,1.3864776447305112
2013-12-11,1.992671023030694,1.3709070111572086
2013-12-12,2.0050391995609234,1.3663813786279084
2013-12-13,2.016556358136905,1.3662275562172614
2013-12-16,2.026815344785716,1.37474211324249
2013-12-17,2.0459911367835164,1.3703695768612747
2013-12-18,2.073726075162839,1.3937646727733244
2013-12-19,2.069425389561502,1.3921544034206967
2013-12-20,2.0783944907461724,1.4002520857352954
2013-12-23,2.095156983946314,1.4077333163872068
2013-12-24,2.0997360446626425,1.4108183344983796
2013-12-26,2.095565547804366,1.4179907583088975
2013-12-27,2.0662795534666296,1.4179133387197806
2013-12-30,2.070016647618796,1.417682241972529
2013-12-31,2.0738999386560533,1.4243921817835192
2014-01-02,2.0572695385887534,1.4107409149092627
2014-01-03,2.0553057064857008,1.4105101086670357
2014-01-06,2.0363474773207915,1.406421831452616
2014-01-07,1.9811541768741705,1.4150601436184216
2014-01-08,1.9968407928339509,1.41536865995479
2014-01-09,1.99152308386787,1.4162939184588708
2014-01-10,1.9938665487066447,1.4201502274109647
2014-01-13,1.9838162434692395,1.4012549090810056
2014-01-14,1.9322522753946816,1.4165253057111473
2014-01-15,1.9273721849519436,1.4241606492787304
2014-01-16,1.9322658986434402,1.4223098417655442
2014-01-17,1.930319151518889,1.4162939184588708
2014-01-21,1.9353031575724817,1.4204588889998457
2014-01-22,1.9526558997416081,1.4213838569989015
2014-01-23,2.009982784252058,1.4097385273210898
2014-01-24,1.9616544538375775,1.379660508565359
2014-01-27,1.9604633724513587,1.3728732944177644
2014-01-28,1.9930795380111785,1.3810489773315298
2014-01-29,1.9611736636221055,1.3677835011302462
2014-01-30,1.9811339260125436,1.382282752171979
2014-01-31,2.0016243522739527,1.3741843435948182
2014-02-03,1.9606697954656764,1.3432580501665865
2014-02-04,1.9752304247413424,1.3526669269107514
2014-02-05,1.9837518922966964,1.3509705228182618
2014-02-06,2.026044760387807,1.3687861792234437
2014-02-07,2.0687840066053402,1.385752979946075
2014-02-10,2.0731655358145993,1.3882980944686028
2014-02-11,2.0802794226137586,1.4034916525196772
2014-02-12,2.085312917923111,1.4041861047815312
2014-02-13,2.096111686488657,1.4114352219186042
2014-02-14,2.098141097950103,1.4192248236543716
2014-02-18,2.1006458727744937,1.4209213729993735
2014-02-19,2.079778059117145,1.4115123510026963
2014-02-20,2.0947184900591895,1.4198420015796211
2014-02-21,2.089902089180917,1.4182217098036367
2014-02-24,2.123460091359255,1.4260885858760088
2014-02-25,2.1546649659764356,1.4255485370348515
2014-02-26,2.139388787938791,1.4256261018764809
2014-02-27,2.1322918712373147,1.4331073325283923
2014-02-28,2.136861481395485,1.4367315279656478
2014-03-03,2.127738133771742,1.4266283442121412
2014-03-04,2.157654412864309,1.4466805988034823
2014-03-05,2.170385854901037,1.4479915027280237
2014-03-06,2.1792796672870196,1.4513084891015224
2014-03-07,2.176134318652576,1.4519249407642099
2014-03-10,2.1689249290502897,1.4511530689132388
2014-03-11,2.1671171989033278,1.44398180712282
2014-03-12,2.171602407305395,1.444366871533231
2014-03-13,2.143893430010676,1.428170635388959
2014-03-14,2.1617323414762346,1.4241606492787304
2014-03-17,2.17899685563118,1.4370401895545286
2014-03-18,2.184118604704662,1.4472973409711947
2014-03-19,2.1664761060248825,1.4395850135720316
2014-03-20,2.1854979026030894,1.4479915027280237
2014-03-21,2.1917720834814522,1.4423750238304902
2014-03-24,2.1759769337401043,1.436410665165724
2014-03-25,2.1745604889031,1.4432272203208265
2014-03-26,2.1689962508478264,1.4328476210361951
2014-03-27,2.1531538948641775,1.4298268045355098
2014-03-28,2.1951643470244595,1.4368757637104754
2014-03-31,2.2080044048747096,1.4486503681243361
2014-04-01,2.230146756072057,1.4582559167703104
2014-04-02,2.2454401125182635,1.463135965429902
2014-04-03,2.2489258981958327,1.461199023176854
2014-04-04,2.2154992711433694,1.4439245776329288
2014-04-07,2.203221059658577,1.4279675723766034
2014-04-08,2.206343662759129,1.4338549472097901
2014-04-09,2.2188465247281806,1.449269724837272
2014-04-10,2.1679583605117903,1.4188263960128185
2014-04-11,2.153753814338045,1.4060449011829002
2014-04-14,2.1686868458714392,1.4171220030321463
2014-04-15,2.1784272325845455,1.4268825361088668
2014-04-16,2.1912958819912416,1.4418333772116965
2014-04-17,2.190669915317206,1.4438473032963242
2014-04-21,2.1829241263453114,1.4488827721441995
2014-04-22,2.199021242834473,1.455467068531951
2014-04-23,2.1768190466710897,1.4520584278231188
2014-04-24,2.2068842766856003,1.4550022604922244
2014-04-25,2.1802053106568553,1.443072526395105
2014-04-28,2.1841482963907044,1.4476428966982289
2014-04-29,2.1917105662866985,1.4543823227692392
2014-04-30,2.195088267976357,1.4587201437999873
2014-05-01,2.1928118137862564,1.458875563988271
2014-05-02,2.2033626557001122,1.4567832015469393
2014-05-05,2.1901767485100283,1.4595723402903236
2014-05-06,2.1762124161543963,1.4468684103020344
2014-05-07,2.167078238081827,1.455389648942834
2014-05-08,2.1694511485113606,1.4538403856454205
2014-05-09,2.184340788733306,1.4560090056557697
2014-05-12,2.1987809140309413,1.4701844888473306
2014-05-13,2.195538201565911,1.4715016386299056
2014-05-14,2.1778410389785323,1.4645303895490818
2014-05-15,2.1580105900413,1.451671329877534
2014-05-16,2.178958824120174,1.4567062177153596
2014-05-19,2.1882469488810603,1.462051510172215
2014-05-20,2.1732890172409176,1.4528340762394125
2014-05-21,2.187758690282004,1.4650718909153633
2014-05-22,2.1939892474353773,1.4686358065599665
2014-05-23,2.2179486633722565,1.4745227456356158
2014-05-27,2.216066611123269,1.4835867929153088
2014-05-28,2.225261628318846,1.4825016113950595
2014-05-29,2.2328648128634097,1.4901703630404983
2014-05-30,2.2368804825079844,1.4925719680807603
2014-06-02,2.238197048252225,1.4942763610614327
2014-06-03,2.2431703633240585,1.4935015841602135
2014-06-04,2.2580769790516024,1.496523126923461
2014-06-05,2.265563437253988,1.5062830789901318
2014-06-06,2.2769598913441906,1.5134873131008688
2014-06-09,2.2648264213380855,1.5150368669033072
2014-06-10,2.2656017651855986,1.515191996586566
2014-06-11,2.2670944782325186,1.5099241237188274
2014-06-12,2.250455524703614,1.499233684057629
2014-06-13,2.26132203474432,1.5038040543607527
2014-06-16,2.273466371978889,1.505043784554211
2014-06-17,2.296515292038858,1.5092266211542127
2014-06-18,2.308981767854087,1.5203038682559713
2014-06-19,2.3112560954684245,1.5220081159841312
2014-06-20,2.3155508994784135,1.5250979274282135
2014-06-23,2.3194707036996367,1.5246310858533132
2014-06-24,2.3053286969780302,1.5154466242408287
2014-06-25,2.3089636562068856,1.5222961517162492
2014-06-26,2.3101787770729003,1.5212069031256525
2014-06-27,2.3132344152196604,1.5241642442784127
2014-06-30,2.3175270469578444,1.523386126569408
2014-07-01,2.3319125867662627,1.5335822719308598
2014-07-02,2.333093051742723,1.5351387978538942
2014-07-03,2.345574102349513,1.54268887819669
2014-07-07,2.3391767523991045,1.5373186023076992
2014-07-08,2.3377585171790107,1.527433442575327
2014-07-09,2.3607946415008136,1.5342831153032601
2014-07-10,2.354519657963987,1.5282112697793069
2014-07-11,2.353239558182494,1.5303133641389703
2014-07-14,2.366997060960263,1.5380187194175374
2014-07-15,2.3515047035894567,1.5351387978538942
2014-07-16,2.3537550772142333,1.5408209308870389
2014-07-17,2.335041193423053,1.5233082712227537
2014-07-18,2.3676412061534644,1.5388751282307336
2014-07-21,2.3617532722297714,1.5359953519196028
2014-07-22,2.3962752061953454,1.54268887819669
2014-07-23,2.3980672841519364,1.5461136419344004
2014-07-24,2.420173879178198,1.5461919330385918
2014-07-25,2.420655924086129,1.5389531288299003
2014-07-28,2.4254747615400447,1.5395761168556463
2014-07-29,2.387846064017735,1.5329594291576263
2014-07-30,2.3846595803604465,1.5331932857026136
2014-07-31,2.3613532596252895,1.5029151089847756
2014-08-01,2.3559936962814807,1.4983230960573022
2014-08-04,2.369916222194391,1.5091419389394751
2014-08-05,2.355336916763839,1.4945090555863207
2014-08-06,2.359118949463731,1.4949767686762958
2014-08-07,2.3421581185644946,1.4868812651493832
2014-08-08,2.35785644813439,1.504082648679564
2014-08-11,2.3828900943778057,1.508441821829637
2014-08-12,2.370618872071187,1.5063404537325356
2014-08-13,2.3838115018505777,1.5165361633364502
2014-08-14,2.3918517244551514,1.5236974027035124
2014-08-15,2.3694929086727843,1.523386126569408
2014-08-18,2.3942437535808807,1.536150336350349
2014-08-19,2.397912473044276,1.5441679845306073
2014-08-20,2.4042609544901046,1.5482930106306683
2014-08-21,2.4043130023143444,1.5528077492215373
2014-08-22,2.417107813617407,1.5503949597378193
2014-08-25,2.419613929390312,1.5582560257096947
2014-08-26,2.4234150816636144,1.5592678547111745
2014-08-27,2.4243971139977054,1.5586453024429656
2014-08-28,2.4303816186997933,1.5577891841347944
2014-08-29,2.4283539138337007,1.562225341116447
2014-09-02,2.4463355436542136,1.56144707815493
2014-09-03,2.448971414952511,1.560591105099271
2014-09-04,2.4542786332394004,1.558333590551324
2014-09-05,2.465898096206977,1.565339554982615
2014-09-08,2.4581423527358477,1.5612916579666465
2014-09-09,2.4382694812703654,1.5514066434867866
2014-09-10,2.4375878093613466,1.5572443419607274
2014-09-11,2.4515085125664053,1.5590341434186994
2014-09-12,2.426556958535227,1.5499281181629188
2014-09-15,2.4251117404670364,1.5487604332156182
2014-09-16,2.455637715525699,1.5604349586484254
2014-09-17,2.450728492292606,1.5625366172505515
2014-09-18,2.465673251933596,1.5708653963124017
2014-09-19,2.4554673621469734,1.5694497653264097
2014-09-22,2.443649394117809,1.557329024175465
2014-09-23,2.4186684346951677,1.5484144417310468
2014-09-24,2.439286856436689,1.560535037629479
2014-09-25,2.40869168489486,1.5353555146024167
2014-09-26,2.4252607455451853,1.5475538205949906
2014-09-29,2.4252636593674746,1.5447391174094214
2014-09-30,2.4127380475990017,1.5406729185768886
2014-10-01,2.3835012229019856,1.5197934509273465
2014-10-02,2.388905244574438,1.520028033734896
2014-10-03,2.405170363593715,1.5367627209426888
2014-10-06,2.4013449134462754,1.534963913828947
2014-10-07,2.3756497479309533,1.5112698882463482
2014-10-08,2.4080643635799435,1.5377013426779116
2014-10-09,2.3702262232635345,1.5072038346663277
2014-10-10,2.332419135886447,1.4899998365909235
2014-10-13,2.3013488985317374,1.4655236262289724
2014-10-14,2.3236028148943113,1.467791163200276
2014-10-15,2.330412797544914,1.4578601036739807
2014-10-16,2.337280995939643,1.4566088985320418
2014-10-17,2.3592631211070176,1.4738130418599584
2014-10-20,2.394934047834471,1.4881225931204778
2014-10-21,2.4055038955155776,1.5176042050602343
2014-10-22,2.3878457314125967,1.5068123791453705
2014-10-23,2.432428956132481,1.5243289606274908
2014-10-24,2.442245722958534,1.5360583915099906
2014-10-27,2.449200185557006,1.5339477272520947
2014-10-28,2.461020533042483,1.5515425998384065
