date,blend_nav,kospi200_nav,satellite_nav,core_nav
2015-10-29,1.0271230920767238,1.082728024009395,1.0781618758667701,1.0
2015-10-30,1.025845050312092,1.0848157974859727,1.0743707694244102,1.0
2015-11-02,1.0141625841013244,1.089991735896655,1.0397166022915727,1.0
2015-11-03,1.0298457296665025,1.0966030185724849,1.0856546489009342,1.0
2015-11-04,1.029543385586575,1.0975164194684879,1.084769042351021,1.0
2015-11-05,1.026573182671795,1.0951676743073377,1.076068917789187,1.0
2015-11-06,1.0195734471440696,1.088469401069984,1.0555657492386246,1.0
2015-11-09,1.0103018296354593,1.083945891870732,1.0284079322379072,1.0
2015-11-10,1.0070825219660855,1.0693749728154496,1.0189781462838743,1.0
2015-11-11,1.0032921515306958,1.0693749728154496,1.0078756405394722,1.0
2015-11-12,1.0024610487581034,1.0662433126005828,1.0054412285303604,1.0
2015-11-13,1.0000974887675378,1.0556739593754079,0.9985180428365605,1.0
2015-11-16,0.9883414893986631,1.0389717715627855,0.9640831366053713,1.0
2015-11-17,0.9929658146911705,1.0493671436649123,0.9776284084987682,1.0
2015-11-18,0.9898515329327584,1.050150058718629,0.968506257589816,1.0
2015-11-19,0.9955062226793673,1.0647209777739115,0.9850696058072785,1.0
2015-11-20,0.9987951897876526,1.0647644730546737,0.9947034336442486,1.0
2015-11-23,0.9975163661664124,1.0696359445000216,0.9909575869406304,1.0
2015-11-24,1.0005401250970454,1.0765516941411857,0.9998145842893839,1.0
2015-11-25,0.998322235714884,1.0725066330303163,0.9933180874362042,1.0
2015-11-26,1.0076407777399128,1.0849027880474968,1.0206133526684256,1.0
2015-11-27,1.0057520479249664,1.0833369579400636,1.0150810085407178,1.0
2015-11-30,0.9987149714342252,1.0623287373319996,0.9944684632779175,1.0
2015-12-01,1.0099900309168532,1.081727632551868,1.0274946317773241,1.0
2015-12-02,1.0073989384813538,1.0725936235918403,1.0199632036403612,1.0
2015-12-03,1.0046094846773799,1.0642425296855291,1.011855206187945,1.0
2015-12-04,1.0041855142444112,1.0532382236527338,1.0106228677331857,1.0
2015-12-07,1.0034668385218501,1.046844417380714,1.0085339208148545,1.0
2015-12-08,0.996489081314154,1.0405376016702188,0.9882519438977309,1.0
2015-12-09,1.0038903781336206,1.0412770214431735,1.0097650070183046,1.0
2015-12-10,1.0103617055493506,1.0464964551346179,1.0285749640520954,1.0
2015-12-11,1.0075879564445487,1.045409073115567,1.0205126148411718,1.0
2015-12-14,0.9975617258169737,1.0359271019094427,0.991369758175143,1.0
2015-12-15,0.9967933993557504,1.0386673045974513,0.9891364933756516,1.0
2015-12-16,1.005894356087139,1.0590665912748467,1.0155898922050313,1.0
2015-12-17,1.0078842320134358,1.0620242703666651,1.0213737875748186,1.0
2015-12-18,1.0044450779812713,1.0569353225175069,1.0113773316050034,1.0
2015-12-21,1.011527127309638,1.0602409638554218,1.0319624503943818,1.0
2015-12-22,1.0121658505718163,1.0677221521464921,1.0338190025893539,1.0
2015-12-23,1.0180936234809588,1.072289156626506,1.051049030768118,1.0
2015-12-24,1.0184021059554962,1.0670697229350616,1.0519456848421531,1.0
2015-12-28,1.0138967519533257,1.0516723935453003,1.0388501466691273,1.0
2015-12-29,1.0171931438810866,1.0491931625418642,1.048431641553314,1.0
2015-12-30,1.0134007153639002,1.045539558957853,1.0374083363055215,1.0
2016-01-04,1.0051588561120366,1.0205297725196816,1.013452042882742,1.0
2016-01-05,1.0086788225625773,1.0270540646339872,1.0235920667875287,1.0
2016-01-06,1.0070380518768958,1.0203992866773954,1.0188654723131612,1.0
2016-01-07,1.001602120229156,1.0087860467139316,1.0032060966834886,1.0
2016-01-08,1.0064883339408741,1.016397720847288,1.017281891023262,1.0
2016-01-11,0.9971769477149166,1.0040015658301074,0.9904584311282392,1.0
2016-01-12,0.9900872474381512,1.0027836979687705,0.970035017639987,1.0
2016-01-13,0.9969458082094602,1.0157017963550956,0.9897925838414536,1.0
2016-01-14,0.9919974849901412,1.0063938062720195,0.9755378696453011,1.0
2016-01-15,0.9893216234852716,0.9950850332738899,0.9678294724186443,1.0
2016-01-18,0.9922269312466223,0.994258622939411,0.9761988391625602,1.0
2016-01-19,0.986747440309682,1.0007394197729547,0.960413981588677,1.0
2016-01-20,0.9746370422822037,0.9766430342307859,0.9255273634289385,1.0
2016-01-21,0.9752642352442982,0.9734678787351573,0.9273341282711359,1.0
2016-01-22,0.9856320874515405,0.9951285285546518,0.957200966691308,1.0
2016-01-25,0.9887340432692853,1.0013048584228612,0.9661368206505669,1.0
2016-01-26,0.9843974274324738,0.9881692836327258,0.9536442617387093,1.0
2016-01-27,0.9882355536040031,1.0045670044800141,0.9647008134632042,1.0
2016-01-28,0.9914438009681117,1.006959244921926,0.9739428631877212,1.0
2016-01-29,0.9954649234696297,1.0095254664868862,0.9855265753799786,1.0
2016-02-01,0.9917587590987895,1.0163542255665259,0.9748501681347865,1.0
2016-02-02,0.9908111831416833,1.0051759384106824,0.9721204708516825,1.0
2016-02-03,0.9833784707234374,0.9959114436083685,0.9512847526941921,1.0
2016-02-04,0.9973134801542596,1.0130485842286112,0.9903480061452252,1.0
2016-02-05,1.0059633914631103,1.0147449001783306,1.0145958317002783,1.0
2016-02-11,0.9990994471315484,0.986038014875386,0.9953545101619861,1.0
2016-02-12,1.0003708626972692,0.9785568265843155,0.9989186002138726,1.0
2016-02-15,1.0174234260169892,0.9934322126049324,1.0467211227923385,1.0
2016-02-16,1.022403889115742,1.007002740202688,1.0606825839090976,1.0
2016-02-17,1.0202141559284217,1.0088295419946935,1.0545442240528613,1.0
2016-02-18,1.0238639493197355,1.021008220608064,1.0647754912074745,1.0
2016-02-19,1.022375955918904,1.0233134704884521,1.0606042802988134,1.0
2016-02-22,1.0228059255254711,1.0219216215040667,1.0618095906935392,1.0
2016-02-23,1.0231761405718767,1.0222695837501632,1.062847394382221,1.0
2016-02-24,1.0283651477452236,1.0217476403810186,1.0773934557521785,1.0
2016-02-25,1.0247397641291456,1.0237484232960723,1.0672306151918536,1.0
2016-02-26,1.0197188373780293,1.0230959940846418,1.0531557245208711,1.0
2016-02-29,1.0207596124320952,1.0205297725196816,1.0560732725802622,1.0
2016-03-02,1.0315200532282913,1.0379278848244966,1.0862374305704905,1.0
2016-03-03,1.034461506741644,1.044278195815754,1.094483047100349,1.0
2016-03-04,1.0497034369645881,1.0427558609890828,1.13720992047188,1.0
2016-03-07,1.059337396110992,1.0448001391848984,1.1642162737679513,1.0
2016-03-08,1.0436713294708708,1.0371014744900178,1.1203004418640101,1.0
2016-03-09,1.04287318033549,1.0401026488625984,1.1178525808405768,1.0
2016-03-10,1.0511356431248697,1.050106563437867,1.143192908510098,1.0
2016-03-11,1.0508646961120633,1.0524553085990171,1.1423619351961352,1.0
2016-03-14,1.0456878471035131,1.0532382236527338,1.1264849438539262,1.0
2016-03-15,1.042120496095447,1.0518463746683486,1.1155441570980955,1.0
2016-03-16,1.0381237721636016,1.0541081292679744,1.103286517140217,1.0
2016-03-17,1.0473573626387078,1.061676308120569,1.131605217528934,1.0
2016-03-18,1.0520280774709698,1.064025053281719,1.145929934906487,1.0
2016-03-21,1.0477177155765416,1.0625027184550477,1.132710391827948,1.0
2016-03-22,1.0544819941721473,1.0674176851811579,1.143831579070017,1.0046258392009169
2016-03-23,1.0554903543070997,1.066634770127441,1.1484572193727058,1.0038889798591777
2016-03-24,1.0456631197613295,1.061632812839807,1.128112527662769,0.9991812673980677
2016-03-25,1.0421562332992975,1.0603714496977077,1.1198271408649627,0.9979941051252659
2016-03-28,1.0458039748019283,1.0610673741899004,1.1296517424772485,0.9986490912068116
2016-03-29,1.0539207405397268,1.0679396285503022,1.1410882056600136,1.005117078762076
2016-03-30,1.0528991420543592,1.072332651907268,1.1293527687363518,1.0092516784018337
2016-03-31,1.051614505793867,1.0693749728154496,1.1312045198774652,1.0064679875552642
2016-04-01,1.035948745136562,1.0541516245487366,1.1129687173200806,0.9921401670214508
2016-04-04,1.0393721978410388,1.057152798921317,1.117591378033961,0.9949647944981168
2016-04-05,1.0337340804168655,1.046409464573094,1.1213369573497933,0.984853446864254
2016-04-06,1.0436934429081393,1.052542299160541,1.1398724283175217,0.9906255117078762
2016-04-07,1.0522210564243477,1.053847157583402,1.1638579266793474,0.9918536106107744
2016-04-08,1.0556521073886187,1.0515854029837763,1.1791132123598178,0.9897249058457507
2016-04-11,1.0608894675939793,1.0528467661258754,1.1929191656193716,0.9909120681185524
2016-04-12,1.0717770202192012,1.0600234874516115,1.2124590284021501,0.997666612084493
2016-04-14,1.1011224793412093,1.0825540428863467,1.258715492520254,1.0188717864745371
2016-04-15,1.097930872592557,1.0809882127789134,1.2519055350197839,1.0173980677910592
2016-04-18,1.095379694038857,1.0786829628985255,1.2485811367119994,1.0152284263959388
2016-04-19,1.089071739033089,1.0781610195293811,1.2299473169910797,1.0147371868347796
2016-04-20,1.0858539708841564,1.0754643121221348,1.2253301802586911,1.0121991157687897
2016-04-21,1.1017298043646657,1.0847288069244487,1.2562366579142004,1.0209186179793677
2016-04-22,1.09630189806237,1.0800748118829107,1.24865948500831,1.0165383985590304
2016-04-25,1.0877571088726428,1.079248401548432,1.2236581213250561,1.0157606025871948
2016-04-26,1.0874402841106363,1.0826845287286329,1.2157586437206342,1.018994596364827
2016-04-27,1.0882008208839764,1.0816841372711061,1.2201438684202701,1.018053053872605
2016-04-28,1.0841358711758367,1.0711582793266932,1.2286293880651424,1.0081463893892253
2016-04-29,1.0917372615681011,1.0665042842851549,1.2617092988033727,1.0037661699688878
2016-05-02,1.0785085929533915,1.0589796007133225,1.2355639664475193,0.9966841329621743
2016-05-03,1.078950448870109,1.0625462137358097,1.2297694659810032,1.0000409366300962
2016-05-04,1.063446546209946,1.05828367622113,1.1899634818805669,0.9960291468806285
2016-05-09,1.050147104339122,1.0535861858988298,1.1579111667796163,0.9916079908301945
2016-05-10,1.0600055974841267,1.0598930016093253,1.1759894968732831,0.9975438021942031
2016-05-11,1.0549635148175185,1.0572397894828411,1.1654743945264288,0.9950466677583099
2016-05-12,1.0620013339038255,1.0540646339872124,1.194325256583849,0.9920582937612573
2016-05-13,1.0550904203217482,1.0464964551346179,1.188014015050245,0.9849353201244472
2016-05-16,1.0583446872217426,1.0474533513113826,1.196357531869503,0.9858359259865727
2016-05-17,1.0596409361414723,1.0483667522073856,1.198584214273099,0.9866955952186014
2016-05-18,1.0530295965633358,1.043103823235179,1.1884724305882686,0.9817422629769116
2016-05-19,1.0456457404472899,1.03971119133574,1.1720580776941494,0.978549205829376
2016-05-20,1.043278621330506,1.038406332912879,1.1672436115020615,0.9773211069264777
2016-05-23,1.0540818896691646,1.0432343090774652,1.1915390789687956,0.9818650728672014
2016-05-24,1.0431816158791796,1.033665347309817,1.1767052451586504,0.972859014245947
2016-05-25,1.0615800706976268,1.047844808838241,1.2058063168445887,0.9862043556574419
2016-05-26,1.0674103959016585,1.046409464573094,1.2272447079920692,0.9848534468642538
2016-05-27,1.0730371747553105,1.0519333652298726,1.2336979146704308,0.9900523988865234
2016-05-30,1.0710565843922188,1.051411421860728,1.2284954053972654,0.9895611593253639
2016-05-31,1.0858202867707347,1.0596755252055152,1.2582641529878933,0.99733911904372
2016-06-01,1.0827387990605355,1.0594580488017051,1.2489446818674612,0.9971344358932369
2016-06-02,1.0818554817640373,1.0620677656474273,1.240767276201188,0.9995906336990334
2016-06-03,1.08529404222751,1.0629811665434301,1.2497845854803173,1.000450302931062
2016-06-07,1.103057881581132,1.078030533687095,1.2750815757060336,1.0146143769444893
2016-06-08,1.1102079287176183,1.087556000173981,1.2781176924956628,1.0235794989356468
2016-06-09,1.1024825990288853,1.0882084293854117,1.2522858289349335,1.0241935483870959
2016-06-10,1.1031198953793808,1.0828585098516812,1.2657877137866824,1.0191583428852127
2016-06-13,1.0829516035187874,1.0615023269975208,1.2459757692231033,0.999058457507777
2016-06-14,1.0783794041892465,1.0584576573441782,1.2376442501386107,0.9961928934010142
2016-06-15,1.070522565809237,1.058240180940368,1.2126107157177652,0.9959882102505313
2016-06-16,1.0632606265296345,1.0508894784915837,1.204752679876599,0.9890699197642041
2016-06-17,1.061459461376725,1.0509764690531078,1.1987213271789876,0.9891517930243974
2016-06-20,1.0808152854385533,1.066373798442869,1.2286315295644175,1.0036433600785974
2016-06-21,1.0785435680433557,1.0671132182158236,1.2196787181242337,1.00433928279024
2016-06-22,1.0861710521147494,1.0732460528032708,1.2313258570079089,1.0101113476338617
2016-06-23,1.084077924178488,1.0713322604497413,1.2286229680513938,1.0083101359096112
2016-06-24,1.0487252937322873,1.0404506111086949,1.1798897175501846,0.9792451285410178
2016-06-27,1.0490103948400211,1.040755078074029,1.1801642808801807,0.979531684951694
2016-06-28,1.0539136782140723,1.044234700534992,1.1886407258514498,0.9828066153594228
2016-06-29,1.064103646674137,1.0539776434256882,1.2008886914312176,0.9919764205010635
2016-06-30,1.0688018634737189,1.061893784524379,1.1992180776683776,0.9994268871786465
2016-07-01,1.0746807116238524,1.072245661345744,1.1961734918874805,1.0091698051416398
2016-07-04,1.0810747194419066,1.077030142229568,1.2066991942273306,1.0136728344522667
2016-07-05,1.078510487618847,1.0739419772954635,1.2049772208610878,1.0107663337154076
2016-07-06,1.0594778934453055,1.0519768605106345,1.1901524191322232,0.9900933355166192
2016-07-07,1.0675567593605226,1.063894567439433,1.190901269325049,1.0013099721630905
2016-07-08,1.0625625295287784,1.0588056195902744,1.1855690529333842,0.996520386441787
2016-07-11,1.0784372555998782,1.0742899395415597,1.2039766270720482,1.0110938267561804
2016-07-12,1.083475314893783,1.0749423687529902,1.2186807251845528,1.0117078762076295
2016-07-13,1.0973281183350116,1.0841198729937802,1.2437575505637835,1.0203455051580144
2016-07-14,1.0969868463191472,1.0865121134356923,1.23769498076322,1.0225970198133278
2016-07-15,1.1058826690478227,1.0918185376886609,1.255019316336153,1.0275912886851144
2016-07-18,1.1096518832281328,1.0939933017267627,1.262512793182275,1.029638120189945
2016-07-19,1.1038636462279445,1.0916010612848506,1.2490351181309332,1.0273866055346315
2016-07-20,1.1021653730039611,1.0902527075812274,1.2464250797995213,1.0261175700016363
2016-07-21,1.101751804013703,1.0892958114044626,1.2470965162322256,1.025216964139511
2016-07-22,1.1025145316888236,1.087556000173981,1.253145926177489,1.0235794989356466
2016-07-25,1.1085298170686868,1.0902092123004654,1.266804721256235,1.0260766333715399
2016-07-26,1.1186208230562957,1.099212735418207,1.2802511141794737,1.0345505158015382
2016-07-27,1.1187904559690254,1.0992562306989693,1.2807014386606999,1.034591452431635
2016-07-28,1.1135734116413374,1.095472141272672,1.2719389971495756,1.03102996561323
2016-07-29,1.110570476018491,1.0938193206037143,1.2658029638496784,1.0294743736695586
2016-08-01,1.1198490383614061,1.103953721021269,1.2743077267998582,1.039012608482069
2016-08-02,1.113636577290605,1.0957766082380063,1.2715072280611999,1.0313165220239062
2016-08-03,1.1008534450803777,1.081510156148058,1.2604227986988403,1.0178893073522182
2016-08-04,1.097256495975747,1.0840763777130182,1.243619673655071,1.0203045685279184
2016-08-05,1.1070195350436094,1.0976469053107738,1.2465235214347294,1.0330767971180608
2016-08-08,1.1148842181932122,1.1052585794441303,1.2557669559338482,1.0402407073849678
2016-08-09,1.1235133814779883,1.1128267582967248,1.2675680626226848,1.047363681021778
2016-08-10,1.120609309984735,1.1109999565047193,1.2620768412032117,1.0456443425577204
2016-08-11,1.1168828137411282,1.1142621025618722,1.2432010252875425,1.0487145898149661
2016-08-12,1.1198169513854397,1.11421860728111,1.2527354048329213,1.0486736531848695
2016-08-16,1.1177495582753583,1.1141316167195858,1.2462657012468965,1.0485917799246762
2016-08-17,1.1170720742635711,1.1136531686312037,1.2450949752886755,1.0481414769936137
2016-08-18,1.1196507644836244,1.1226566917489453,1.2343958976141756,1.0566153594236118
2016-08-19,1.1190838491848547,1.1251794180331434,1.2272484076525594,1.058989683969215
2016-08-22,1.112493481425172,1.119003088164934,1.219071670108577,1.0531766824954962
2016-08-23,1.1174821229323222,1.1240050454525685,1.2245717253587685,1.0578843949566066
2016-08-24,1.116322225893502,1.1191335740072201,1.2311179545140372,1.0532994923857864
2016-08-25,1.1203926812504743,1.118959592884172,1.2445845468424017,1.0531357458653998
2016-08-26,1.1169696943782395,1.1144795789656823,1.243021739721548,1.048919272965449
2016-08-29,1.1182304010858843,1.1156104562654954,1.2446927341795477,1.049983625347961
2016-08-30,1.123425297706724,1.119959984341699,1.2522332079345422,1.054077288357622
2016-08-31,1.1228617212056387,1.1172632769344526,1.2561096711387458,1.051539217291632
2016-09-01,1.121189046621052,1.1136096733504415,1.2584359378031724,1.0481005403635166
2016-09-02,1.1223231047584283,1.1156539515462571,1.257772042062878,1.0500245619780575
2016-09-05,1.1354837354752316,1.1293114697055369,1.271307514069313,1.0628786638283931
2016-09-06,1.140515930263491,1.1349223609238397,1.275662857609834,1.068159489110856
2016-09-07,1.1432674668487652,1.1322256535165935,1.2902079737329435,1.0656214180448662
2016-09-08,1.1438262221727948,1.1346178939585057,1.2869469653633125,1.0678729327001797
2016-09-09,1.1320862460010217,1.1191770692879823,1.2817700558585605,1.053340429015883
2016-09-12,1.1128611235623223,1.0896872689313208,1.28218981508997,1.025585393810381
2016-09-13,1.1089706922357938,1.0950806837458136,1.2582317076651957,1.0306615359423608
2016-09-14,1.1089706922357938,1.0950806837458136,1.2582317076651957,1.0306615359423608
2016-09-15,1.1089706922357938,1.0950806837458136,1.2582317076651957,1.0306615359423608
2016-09-16,1.1089706922357938,1.0950806837458136,1.2582317076651957,1.0306615359423608
2016-09-19,1.1127687268130608,1.1044756643904137,1.2505955871056451,1.0395038480432284
2016-09-20,1.1183231602543584,1.10952111695881,1.2578275290839283,1.0442524971344354
2016-09-21,1.1275922208562865,1.1157409421077813,1.2745514797655455,1.0501064352382505
2016-09-22,1.1294538401507326,1.123657083206472,1.2638012855482252,1.0575569019158337
2016-09-23,1.1359149994815205,1.1237875690487582,1.2843582600925592,1.0576797118061236
2016-09-26,1.1299064278729412,1.119916489060937,1.2731767171389448,1.0540363517275253
2016-09-27,1.1413325737701765,1.1290070027402026,1.2907807267296936,1.0625921074177167
2016-09-28,1.1368846707102653,1.1230916445565655,1.2889575988334427,1.0570247257245777
2016-09-29,1.1402385749166217,1.1323996346396417,1.2800735369842302,1.0657851645652525
2016-09-30,1.1240364340896676,1.119959984341699,1.2541576826357572,1.0540772883576217
2016-10-03,1.1240364340896676,1.119959984341699,1.2541576826357572,1.0540772883576217
2016-10-04,1.1332773704670227,1.1273106867904832,1.268397703592702,1.060995578843949
2016-10-05,1.1307703986606834,1.1264842764560046,1.262063229558003,1.060217782872113
2016-10-06,1.1341968813535706,1.1357922665390805,1.2534131870431213,1.0689782217127877
2016-10-07,1.1303872746537915,1.1311382714975424,1.2509227122239828,1.0645980022924502
2016-10-10,1.1349629419132317,1.1322256535165935,1.2631416433376104,1.0656214180448655
2016-10-11,1.1321590016890268,1.1141316167195858,1.2913714247553987,1.0485917799246753
2016-10-12,1.1326509274415635,1.1143490931233961,1.2924789498758014,1.0487964630751583
2016-10-13,1.1196300146821812,1.1044756643904137,1.2716012012972975,1.039503848043228
2016-10-14,1.1275697984259776,1.10952111695881,1.2863302633993874,1.0442524971344347
2016-10-17,1.13323180119093,1.1143055978426342,1.2944021772081953,1.0487555264450619
2016-10-18,1.1466076974408916,1.1220912530990388,1.3206795919542322,1.056083183232355
2016-10-19,1.1509966555633921,1.1230916445565655,1.3324872807361614,1.0570247257245768
2016-10-20,1.1522187316136634,1.1239615501718065,1.3345630944104827,1.0578434583265093
2016-10-21,1.1521399321384713,1.118959592884172,1.3445656284067602,1.053135745865399
2016-10-24,1.1625111314441323,1.1286155452133444,1.3575227249378614,1.0622236777468463
2016-10-25,1.1598276621509624,1.1246574746639988,1.3571617097792426,1.0584984444080547
2016-10-26,1.1459060760164326,1.1113914140315777,1.3403932045159146,1.0460127722285888
2016-10-27,1.1472836269393483,1.1163498760384498,1.3345805674944091,1.0506795480596023
2016-10-28,1.14220708892901,1.1157844373885433,1.3197104522935448,1.0501473718683463
2016-10-31,1.139631738761805,1.113174720542821,1.3169274141467813,1.0476911740625499
2016-11-01,1.1387672663889878,1.1134356922273934,1.3136630252518118,1.0479367938431294
2016-11-02,1.1267542197041356,1.0996911835065897,1.3039012186656698,1.0350008187326007
2016-11-03,1.1298813107954033,1.0999956504719237,1.3131508870163373,1.035287375143277
2016-11-04,1.129261311880618,1.0985603062067766,1.3141349545614875,1.0339364663500887
2016-11-07,1.1361806631073923,1.1073898482014701,1.3175255387099167,1.0422466022597006
2016-11-08,1.138524008159696,1.1102605367317646,1.318939450972184,1.044948419846077
2016-11-09,1.1149929172492814,1.0859466747857858,1.2947162448693117,1.0220648436220718
2016-11-10,1.1465895205049135,1.110478013135575,1.3452732635540154,1.0451531029965602
2016-11-11,1.1439025572621895,1.0960375799225783,1.3684199371523658,1.0315621418044856
2016-11-14,1.133431420463621,1.0874255143316949,1.3527369108836071,1.0234566890453567
2016-11-15,1.136304574128999,1.08390239658997,1.3701167124410312,1.0201408220075312
2016-11-16,1.1379766134519793,1.088773868035318,1.3648537126433353,1.0247257245783516
2016-11-17,1.1357073038578982,1.0893828019659868,1.3559557109060962,1.025298837399704
2016-11-18,1.13549737593499,1.088295419946936,1.357673426264932,1.024275421647289
2016-11-21,1.1322651462638087,1.085250750293593,1.3536905815860174,1.021409857540526
2016-11-22,1.1430553881961847,1.0976904005915358,1.3619313235189106,1.0331177337481565
2016-11-23,1.1532406465357088,1.1033012918098386,1.3833311749930786,1.0383985590306193
2016-11-24,1.1497332024780973,1.0962115610456267,1.3874196872050575,1.0317258883248719
2016-11-25,1.1488444492702943,1.0972119525031534,1.3822422325643278,1.0326674308170938
2016-11-28,1.148006185413399,1.100256622156496,1.3726911280493646,1.0355329949238565
2016-11-29,1.1451604979176504,1.100039145752686,1.3637126665635064,1.0353283117733736
2016-11-30,1.146334281453361,1.1059110086555608,1.3545705736661053,1.040854756836416
2016-12-01,1.153846378537588,1.1068679048323256,1.3774216625851525,1.0417553626985414
2016-12-02,1.1493253053716228,1.0999086599103998,1.3778500836749024,1.035205501883084
2016-12-05,1.141854071066473,1.0966900091340088,1.3601595211311144,1.0321761912559346
2016-12-06,1.16443460657809,1.1118698621199599,1.4020459807478507,1.0464630751596518
2016-12-07,1.1690509712146553,1.1149580270540647,1.4106442683233447,1.0493695758965111
2016-12-08,1.1985654993129113,1.1395763559653778,1.4543901008101783,1.0725397085311927
2016-12-09,1.1960631784281215,1.134835370362316,1.4567936684994696,1.0680776158506624
2016-12-12,1.1989164847268,1.1340089600278371,1.4684080452324524,1.0672998198788268
2016-12-13,1.1897937072513391,1.1379670305771823,1.4282430729583084,1.0710250532176182
2016-12-14,1.1904748306636541,1.1395763559653778,1.4268544331010908,1.0725397085311927
2016-12-15,1.1907453637628367,1.1371841155234657,1.433285218737478,1.0702881938758793
2016-12-16,1.19358430145701,1.1420120916880518,1.431826922242742,1.074832159816603
2016-12-19,1.1859601518379757,1.1392718890000435,1.4121905187774833,1.0722531521205168
2016-12-20,1.189249083677728,1.1421425775303378,1.416771954553209,1.074954969706893
2016-12-21,1.1916028316241345,1.1400113087729982,1.4296916271168456,1.0729490748321593
2016-12-22,1.1900577811464568,1.1394458701230916,1.425735601218121,1.0724168986409033
2016-12-23,1.1903391654409206,1.1378800400156583,1.4302998433895964,1.0709431799574254
2016-12-26,1.1882466141532557,1.1391414031577574,1.4202727809812818,1.0721303422302269
2016-12-27,1.189866964068723,1.1417076247227176,1.419876668535146,1.074545603405927
2016-12-28,1.1861882277603613,1.1295724413901091,1.4353075261181454,1.0631242836089727
2016-12-29,1.183550302999575,1.1309207950937323,1.4232239816013486,1.0643933191419674
2017-01-02,1.1865812621403795,1.1324431299204036,1.4300331052733974,1.065826101195349
2017-01-03,1.1912110983127706,1.1437953981992954,1.4196424989834169,1.0765105616505641
2017-01-04,1.190479935057279,1.1444478274107261,1.4156513254146477,1.0771246111020132
2017-01-05,1.1800429764947546,1.1394893654038538,1.391581968236926,1.0724578352709997
2017-01-06,1.187639893732281,1.1447957896568222,1.405202784529605,1.077452104142786
2017-01-09,1.1876276662009322,1.1471445348179723,1.3997656189151633,1.0796626821680033
2017-01-10,1.1881840481801722,1.1471010395372103,1.4017558748211598,1.0796217455379067
2017-01-11,1.217309635553225,1.1663259536340307,1.4565474221189751,1.0977157360406085
2017-01-12,1.2248067104852498,1.1741551041711973,1.4640337213038896,1.105084329457998
2017-01-13,1.2207726023337162,1.165282066895742,1.4707110877345102,1.0967332569182897
2017-01-16,1.215501416738058,1.1576268974816233,1.4703876887172411,1.089528410021286
2017-01-17,1.2192731551052538,1.1629333217345919,1.4710122589983823,1.0945226788930726
